Code;Municipality;RegionType;Installations;Power
BU19590891;Altena;Buurt;4;37
WK195909;Altena;Wijk;18;80
BU19590901;Altena;Buurt;;
BU19590991;Altena;Buurt;;
WK195910;Altena;Wijk;75;335
BU19591001;Altena;Buurt;65;211
BU19591002;Altena;Buurt;;
BU19591091;Altena;Buurt;;
WK195911;Altena;Wijk;97;401
BU19591101;Altena;Buurt;87;350
BU19591191;Altena;Buurt;10;51
WK195912;Altena;Wijk;329;1025
BU19591201;Altena;Buurt;141;415
BU19591202;Altena;Buurt;146;426
BU19591203;Altena;Buurt;18;67
BU19591291;Altena;Buurt;13;77
BU19591292;Altena;Buurt;11;40
WK195913;Altena;Wijk;78;354
BU19591301;Altena;Buurt;68;304
BU19591302;Altena;Buurt;7;42
BU19591303;Altena;Buurt;3;8
BU19591391;Altena;Buurt;;
WK195914;Altena;Wijk;239;937
BU19591401;Altena;Buurt;79;284
BU19591402;Altena;Buurt;85;354
BU19591403;Altena;Buurt;63;239
BU19591491;Altena;Buurt;7;33
BU19591492;Altena;Buurt;5;27
WK195915;Altena;Wijk;23;129
BU19591501;Altena;Buurt;17;69
BU19591591;Altena;Buurt;6;60
WK195916;Altena;Wijk;39;159
BU19591601;Altena;Buurt;34;143
BU19591691;Altena;Buurt;5;16
WK195917;Altena;Wijk;42;266
BU19591701;Altena;Buurt;42;266
BU19591791;Altena;Buurt;;
WK195918;Altena;Wijk;14;67
BU19591801;Altena;Buurt;5;19
BU19591891;Altena;Buurt;9;48
WK195919;Altena;Wijk;89;408
BU19591901;Altena;Buurt;80;361
BU19591991;Altena;Buurt;9;48
GM0060;Ameland;Gemeente;208;822
WK006000;Ameland;Wijk;208;822
BU00600000;Ameland;Buurt;61;251
BU00600001;Ameland;Buurt;53;268
BU00600002;Ameland;Buurt;24;79
BU00600003;Ameland;Buurt;65;196
BU00600007;Ameland;Buurt;;
BU00600008;Ameland;Buurt;;
BU00600009;Ameland;Buurt;;
GM0307;Amersfoort;Gemeente;10672;29360
WK030701;Amersfoort;Wijk;82;218
BU03070100;Amersfoort;Buurt;;
BU03070101;Amersfoort;Buurt;4;19
BU03070102;Amersfoort;Buurt;3;9
BU03070103;Amersfoort;Buurt;;
BU03070104;Amersfoort;Buurt;17;35
BU03070105;Amersfoort;Buurt;;
BU03070106;Amersfoort;Buurt;;
BU03070107;Amersfoort;Buurt;3;28
BU03070108;Amersfoort;Buurt;50;114
WK030702;Amersfoort;Wijk;44;97
BU03070200;Amersfoort;Buurt;;
BU03070202;Amersfoort;Buurt;30;42
BU03070204;Amersfoort;Buurt;;
BU03070205;Amersfoort;Buurt;10;46
BU03070206;Amersfoort;Buurt;4;10
WK030703;Amersfoort;Wijk;956;1983
BU03070300;Amersfoort;Buurt;101;232
BU03070301;Amersfoort;Buurt;156;337
BU03070302;Amersfoort;Buurt;83;185
BU03070303;Amersfoort;Buurt;197;374
BU03070304;Amersfoort;Buurt;103;191
BU03070305;Amersfoort;Buurt;278;549
BU03070306;Amersfoort;Buurt;27;77
BU03070307;Amersfoort;Buurt;11;37
WK030704;Amersfoort;Wijk;9;41
BU03070401;Amersfoort;Buurt;;
BU03070402;Amersfoort;Buurt;;
BU03070403;Amersfoort;Buurt;;
BU03070404;Amersfoort;Buurt;;
WK030705;Amersfoort;Wijk;14;57
BU03070500;Amersfoort;Buurt;;
BU03070501;Amersfoort;Buurt;;
BU03070502;Amersfoort;Buurt;;
BU03070503;Amersfoort;Buurt;;
WK030706;Amersfoort;Wijk;325;770
BU03070600;Amersfoort;Buurt;193;315
BU03070601;Amersfoort;Buurt;67;198
BU03070603;Amersfoort;Buurt;65;257
WK030707;Amersfoort;Wijk;281;673
BU03070700;Amersfoort;Buurt;99;225
BU03070701;Amersfoort;Buurt;125;266
BU03070702;Amersfoort;Buurt;57;182
WK030708;Amersfoort;Wijk;257;686
BU03070800;Amersfoort;Buurt;131;368
BU03070801;Amersfoort;Buurt;67;145
BU03070803;Amersfoort;Buurt;59;174
WK030709;Amersfoort;Wijk;711;1801
BU03070900;Amersfoort;Buurt;195;473
BU03070902;Amersfoort;Buurt;165;452
BU03070903;Amersfoort;Buurt;271;672
BU03070905;Amersfoort;Buurt;80;204
WK030710;Amersfoort;Wijk;571;1260
BU03071000;Amersfoort;Buurt;80;214
BU03071001;Amersfoort;Buurt;185;354
BU03071002;Amersfoort;Buurt;104;185
BU03071003;Amersfoort;Buurt;22;88
BU03071004;Amersfoort;Buurt;180;419
WK030711;Amersfoort;Wijk;215;604
BU03071100;Amersfoort;Buurt;98;263
BU03071101;Amersfoort;Buurt;117;341
WK030712;Amersfoort;Wijk;25;136
BU03071201;Amersfoort;Buurt;17;69
BU03071202;Amersfoort;Buurt;8;68
WK030713;Amersfoort;Wijk;289;700
BU03071300;Amersfoort;Buurt;166;401
BU03071301;Amersfoort;Buurt;68;122
BU03071302;Amersfoort;Buurt;55;177
WK030714;Amersfoort;Wijk;450;1144
BU03071400;Amersfoort;Buurt;102;252
BU03071401;Amersfoort;Buurt;118;306
BU03071402;Amersfoort;Buurt;31;67
BU03071403;Amersfoort;Buurt;199;518
WK030715;Amersfoort;Wijk;399;995
BU03071500;Amersfoort;Buurt;78;223
BU03071501;Amersfoort;Buurt;179;354
BU03071502;Amersfoort;Buurt;95;200
BU03071503;Amersfoort;Buurt;47;218
WK030716;Amersfoort;Wijk;324;796
BU03071600;Amersfoort;Buurt;122;252
BU03071601;Amersfoort;Buurt;;
BU03071602;Amersfoort;Buurt;131;319
BU03071603;Amersfoort;Buurt;;
WK030717;Amersfoort;Wijk;314;762
BU03071700;Amersfoort;Buurt;;
BU03071701;Amersfoort;Buurt;35;93
BU03071702;Amersfoort;Buurt;18;47
BU03071703;Amersfoort;Buurt;50;115
BU03071704;Amersfoort;Buurt;74;177
BU03071705;Amersfoort;Buurt;61;165
BU03071706;Amersfoort;Buurt;56;117
BU03071707;Amersfoort;Buurt;;
WK030718;Amersfoort;Wijk;111;421
BU03071800;Amersfoort;Buurt;28;91
BU03071801;Amersfoort;Buurt;;
BU03071802;Amersfoort;Buurt;12;42
BU03071803;Amersfoort;Buurt;38;141
BU03071804;Amersfoort;Buurt;33;147
WK030719;Amersfoort;Wijk;696;2224
BU03071900;Amersfoort;Buurt;167;606
BU03071901;Amersfoort;Buurt;99;278
BU03071902;Amersfoort;Buurt;176;528
BU03071903;Amersfoort;Buurt;71;213
BU03071904;Amersfoort;Buurt;104;380
BU03071905;Amersfoort;Buurt;54;140
BU03071906;Amersfoort;Buurt;25;78
WK030720;Amersfoort;Wijk;698;1865
BU03072000;Amersfoort;Buurt;172;420
BU03072001;Amersfoort;Buurt;46;132
BU03072002;Amersfoort;Buurt;115;253
BU03072003;Amersfoort;Buurt;96;229
BU03072004;Amersfoort;Buurt;164;467
BU03072005;Amersfoort;Buurt;105;364
BU03072006;Amersfoort;Buurt;;
WK030721;Amersfoort;Wijk;815;2429
BU03072100;Amersfoort;Buurt;120;328
BU03072101;Amersfoort;Buurt;66;180
BU03072102;Amersfoort;Buurt;110;363
BU03072103;Amersfoort;Buurt;66;216
BU03072104;Amersfoort;Buurt;77;228
BU03072105;Amersfoort;Buurt;37;124
BU03072106;Amersfoort;Buurt;94;298
BU03072107;Amersfoort;Buurt;117;283
BU03072108;Amersfoort;Buurt;128;407
WK030722;Amersfoort;Wijk;9;59
BU03072201;Amersfoort;Buurt;9;59
WK030723;Amersfoort;Wijk;5;12
BU03072300;Amersfoort;Buurt;5;12
BU03072301;Amersfoort;Buurt;;
WK030724;Amersfoort;Wijk;1168;3515
BU03072400;Amersfoort;Buurt;230;713
BU03072402;Amersfoort;Buurt;135;442
BU03072403;Amersfoort;Buurt;40;138
BU03072404;Amersfoort;Buurt;44;117
BU03072405;Amersfoort;Buurt;567;1587
BU03072407;Amersfoort;Buurt;152;519
WK030725;Amersfoort;Wijk;5;36
BU03072500;Amersfoort;Buurt;;
BU03072501;Amersfoort;Buurt;;
BU03072502;Amersfoort;Buurt;;
BU03072503;Amersfoort;Buurt;;
BU03072504;Amersfoort;Buurt;;
BU03072505;Amersfoort;Buurt;;
BU03072506;Amersfoort;Buurt;;
BU03072507;Amersfoort;Buurt;;
BU03072508;Amersfoort;Buurt;;
WK030726;Amersfoort;Wijk;328;1106
BU03072600;Amersfoort;Buurt;126;415
BU03072601;Amersfoort;Buurt;143;484
BU03072602;Amersfoort;Buurt;38;137
BU03072603;Amersfoort;Buurt;21;69
WK030727;Amersfoort;Wijk;44;307
BU03072700;Amersfoort;Buurt;10;63
BU03072701;Amersfoort;Buurt;28;178
BU03072709;Amersfoort;Buurt;6;66
WK030728;Amersfoort;Wijk;502;1376
BU03072800;Amersfoort;Buurt;175;386
BU03072801;Amersfoort;Buurt;56;193
BU03072802;Amersfoort;Buurt;177;433
BU03072803;Amersfoort;Buurt;71;266
BU03072804;Amersfoort;Buurt;23;97
BU03072805;Amersfoort;Buurt;;
BU03072806;Amersfoort;Buurt;;
WK030729;Amersfoort;Wijk;216;680
BU03072900;Amersfoort;Buurt;122;397
BU03072901;Amersfoort;Buurt;3;8
BU03072902;Amersfoort;Buurt;91;275
WK030730;Amersfoort;Wijk;387;1257
BU03073000;Amersfoort;Buurt;153;585
BU03073001;Amersfoort;Buurt;234;672
WK030731;Amersfoort;Wijk;422;1350
BU03073100;Amersfoort;Buurt;;
BU03073101;Amersfoort;Buurt;148;486
BU03073102;Amersfoort;Buurt;;
BU03073103;Amersfoort;Buurt;186;567
BU03073104;Amersfoort;Buurt;;
BU03073108;Amersfoort;Buurt;;
GM0362;Amstelveen;Gemeente;3235;10225
WK036201;Amstelveen;Wijk;188;557
BU03620101;Amstelveen;Buurt;92;255
BU03620102;Amstelveen;Buurt;96;302
WK036202;Amstelveen;Wijk;174;498
BU03620201;Amstelveen;Buurt;43;140
BU03620202;Amstelveen;Buurt;131;358
WK036203;Amstelveen;Wijk;316;956
BU03620301;Amstelveen;Buurt;112;306
BU03620302;Amstelveen;Buurt;96;286
BU03620303;Amstelveen;Buurt;30;97
BU03620304;Amstelveen;Buurt;78;268
WK036204;Amstelveen;Wijk;;
BU03620401;Amstelveen;Buurt;;
WK036205;Amstelveen;Wijk;;
BU03620501;Amstelveen;Buurt;;
BU03620502;Amstelveen;Buurt;;
WK036206;Amstelveen;Wijk;410;1141
BU03620601;Amstelveen;Buurt;117;303
BU03620602;Amstelveen;Buurt;80;282
BU03620603;Amstelveen;Buurt;57;167
BU03620604;Amstelveen;Buurt;156;389
WK036207;Amstelveen;Wijk;43;181
BU03620701;Amstelveen;Buurt;22;114
BU03620702;Amstelveen;Buurt;21;67
WK036208;Amstelveen;Wijk;362;1208
BU03620801;Amstelveen;Buurt;14;45
BU03620802;Amstelveen;Buurt;93;282
BU03620803;Amstelveen;Buurt;36;109
BU03620804;Amstelveen;Buurt;71;291
BU03620805;Amstelveen;Buurt;72;158
BU03620806;Amstelveen;Buurt;76;323
WK036209;Amstelveen;Wijk;199;495
BU03620901;Amstelveen;Buurt;;
BU03620902;Amstelveen;Buurt;31;89
BU03620903;Amstelveen;Buurt;35;126
BU03620904;Amstelveen;Buurt;97;133
BU03620905;Amstelveen;Buurt;36;147
WK036210;Amstelveen;Wijk;626;1909
BU03621001;Amstelveen;Buurt;130;375
BU03621002;Amstelveen;Buurt;81;206
BU03621003;Amstelveen;Buurt;91;256
BU03621004;Amstelveen;Buurt;138;450
BU03621005;Amstelveen;Buurt;186;622
WK036211;Amstelveen;Wijk;449;1494
BU03621101;Amstelveen;Buurt;111;348
BU03621102;Amstelveen;Buurt;30;96
BU03621103;Amstelveen;Buurt;68;223
BU03621104;Amstelveen;Buurt;;
BU03621105;Amstelveen;Buurt;79;271
BU03621106;Amstelveen;Buurt;161;555
WK036212;Amstelveen;Wijk;380;1363
BU03621201;Amstelveen;Buurt;170;671
BU03621202;Amstelveen;Buurt;;
BU03621203;Amstelveen;Buurt;133;460
BU03621204;Amstelveen;Buurt;;
WK036213;Amstelveen;Wijk;73;366
BU03621301;Amstelveen;Buurt;58;288
BU03621302;Amstelveen;Buurt;15;77
WK036214;Amstelveen;Wijk;;
BU03621401;Amstelveen;Buurt;;
BU03621402;Amstelveen;Buurt;;
GM0363;Amsterdam;Gemeente;13115;38027
WK036300;Amsterdam;Wijk;6;16
BU03630000;Amsterdam;Buurt;;
BU03630001;Amsterdam;Buurt;;
BU03630002;Amsterdam;Buurt;;
BU03630003;Amsterdam;Buurt;;
BU03630004;Amsterdam;Buurt;;
WK036301;Amsterdam;Wijk;3;18
BU03630100;Amsterdam;Buurt;;
BU03630101;Amsterdam;Buurt;;
BU03630102;Amsterdam;Buurt;;
BU03630103;Amsterdam;Buurt;;
BU03630104;Amsterdam;Buurt;;
BU03630105;Amsterdam;Buurt;;
BU03630106;Amsterdam;Buurt;;
BU03630107;Amsterdam;Buurt;;
WK036302;Amsterdam;Wijk;16;53
BU03630200;Amsterdam;Buurt;;
BU03630201;Amsterdam;Buurt;;
BU03630202;Amsterdam;Buurt;5;20
BU03630203;Amsterdam;Buurt;;
WK036303;Amsterdam;Wijk;18;42
BU03630300;Amsterdam;Buurt;;
BU03630301;Amsterdam;Buurt;;
BU03630302;Amsterdam;Buurt;;
BU03630303;Amsterdam;Buurt;8;18
BU03630304;Amsterdam;Buurt;;
BU03630305;Amsterdam;Buurt;;
BU03630306;Amsterdam;Buurt;4;11
WK036304;Amsterdam;Wijk;29;104
BU03630400;Amsterdam;Buurt;;
BU03630401;Amsterdam;Buurt;;
BU03630402;Amsterdam;Buurt;;
BU03630403;Amsterdam;Buurt;8;24
BU03630404;Amsterdam;Buurt;7;14
BU03630405;Amsterdam;Buurt;3;6
BU03630406;Amsterdam;Buurt;;
BU03630407;Amsterdam;Buurt;4;17
BU03630408;Amsterdam;Buurt;;
WK036305;Amsterdam;Wijk;28;203
BU03630500;Amsterdam;Buurt;;
BU03630501;Amsterdam;Buurt;;
BU03630502;Amsterdam;Buurt;7;16
BU03630503;Amsterdam;Buurt;11;73
BU03630505;Amsterdam;Buurt;;
BU03630506;Amsterdam;Buurt;;
WK036306;Amsterdam;Wijk;55;155
BU03630600;Amsterdam;Buurt;8;29
BU03630602;Amsterdam;Buurt;13;47
BU03630603;Amsterdam;Buurt;;
BU03630604;Amsterdam;Buurt;;
BU03630605;Amsterdam;Buurt;;
BU03630606;Amsterdam;Buurt;15;37
BU03630607;Amsterdam;Buurt;;
BU03630608;Amsterdam;Buurt;;
BU03630609;Amsterdam;Buurt;;
BU03630610;Amsterdam;Buurt;7;20
BU03630611;Amsterdam;Buurt;9;16
WK036307;Amsterdam;Wijk;35;129
BU03630700;Amsterdam;Buurt;;
BU03630701;Amsterdam;Buurt;;
BU03630702;Amsterdam;Buurt;;
BU03630703;Amsterdam;Buurt;;
BU03630704;Amsterdam;Buurt;12;57
BU03630705;Amsterdam;Buurt;5;15
BU03630706;Amsterdam;Buurt;;
BU03630707;Amsterdam;Buurt;9;31
WK036308;Amsterdam;Wijk;42;135
BU03630800;Amsterdam;Buurt;19;42
BU03630801;Amsterdam;Buurt;6;36
BU03630803;Amsterdam;Buurt;11;43
BU03630804;Amsterdam;Buurt;6;14
WK036309;Amsterdam;Wijk;86;385
BU03630900;Amsterdam;Buurt;7;13
BU03630901;Amsterdam;Buurt;;
BU03630902;Amsterdam;Buurt;;
BU03630903;Amsterdam;Buurt;19;41
BU03630904;Amsterdam;Buurt;13;73
BU03630905;Amsterdam;Buurt;35;112
BU03630907;Amsterdam;Buurt;;
BU03630908;Amsterdam;Buurt;6;21
WK036310;Amsterdam;Wijk;;
BU03631000;Amsterdam;Buurt;;
BU03631001;Amsterdam;Buurt;;
BU03631002;Amsterdam;Buurt;;
BU03631003;Amsterdam;Buurt;;
BU03631004;Amsterdam;Buurt;;
BU03631005;Amsterdam;Buurt;;
BU03631006;Amsterdam;Buurt;;
BU03631007;Amsterdam;Buurt;;
WK036311;Amsterdam;Wijk;140;274
BU03631100;Amsterdam;Buurt;;
BU03631102;Amsterdam;Buurt;;
BU03631103;Amsterdam;Buurt;;
BU03631104;Amsterdam;Buurt;;
BU03631105;Amsterdam;Buurt;140;274
BU03631107;Amsterdam;Buurt;;
BU03631109;Amsterdam;Buurt;;
WK036312;Amsterdam;Wijk;534;1463
BU03631200;Amsterdam;Buurt;531;1454
BU03631201;Amsterdam;Buurt;3;9
WK036313;Amsterdam;Wijk;37;224
BU03631300;Amsterdam;Buurt;16;34
BU03631301;Amsterdam;Buurt;13;124
BU03631302;Amsterdam;Buurt;;
BU03631303;Amsterdam;Buurt;;
BU03631304;Amsterdam;Buurt;;
BU03631305;Amsterdam;Buurt;;
BU03631306;Amsterdam;Buurt;;
BU03631307;Amsterdam;Buurt;;
WK036314;Amsterdam;Wijk;35;175
BU03631400;Amsterdam;Buurt;5;7
BU03631401;Amsterdam;Buurt;2;70
BU03631402;Amsterdam;Buurt;;
BU03631403;Amsterdam;Buurt;7;39
BU03631404;Amsterdam;Buurt;12;36
BU03631405;Amsterdam;Buurt;9;24
WK036315;Amsterdam;Wijk;33;64
BU03631500;Amsterdam;Buurt;23;43
BU03631501;Amsterdam;Buurt;;
BU03631502;Amsterdam;Buurt;6;12
BU03631503;Amsterdam;Buurt;;
WK036316;Amsterdam;Wijk;29;80
BU03631600;Amsterdam;Buurt;15;41
BU03631601;Amsterdam;Buurt;11;27
BU03631602;Amsterdam;Buurt;3;12
WK036317;Amsterdam;Wijk;11;38
BU03631700;Amsterdam;Buurt;11;38
WK036318;Amsterdam;Wijk;56;135
BU03631800;Amsterdam;Buurt;21;40
BU03631801;Amsterdam;Buurt;35;95
WK036319;Amsterdam;Wijk;64;176
BU03631900;Amsterdam;Buurt;;
BU03631901;Amsterdam;Buurt;;
BU03631902;Amsterdam;Buurt;53;140
WK036320;Amsterdam;Wijk;41;118
BU03632000;Amsterdam;Buurt;17;31
BU03632001;Amsterdam;Buurt;16;74
BU03632002;Amsterdam;Buurt;8;14
WK036321;Amsterdam;Wijk;33;105
BU03632100;Amsterdam;Buurt;25;90
BU03632101;Amsterdam;Buurt;8;15
WK036322;Amsterdam;Wijk;6;42
BU03632200;Amsterdam;Buurt;;
BU03632201;Amsterdam;Buurt;;
WK036323;Amsterdam;Wijk;4;30
BU03632300;Amsterdam;Buurt;;
BU03632301;Amsterdam;Buurt;;
BU03632302;Amsterdam;Buurt;;
BU03632303;Amsterdam;Buurt;;
BU03632304;Amsterdam;Buurt;;
WK036324;Amsterdam;Wijk;140;304
BU03632400;Amsterdam;Buurt;8;12
BU03632401;Amsterdam;Buurt;28;66
BU03632402;Amsterdam;Buurt;21;45
BU03632403;Amsterdam;Buurt;9;16
BU03632404;Amsterdam;Buurt;74;165
WK036325;Amsterdam;Wijk;37;124
BU03632500;Amsterdam;Buurt;8;21
BU03632501;Amsterdam;Buurt;16;33
BU03632502;Amsterdam;Buurt;5;53
BU03632503;Amsterdam;Buurt;8;17
WK036326;Amsterdam;Wijk;24;96
BU03632600;Amsterdam;Buurt;14;30
BU03632601;Amsterdam;Buurt;6;58
BU03632602;Amsterdam;Buurt;4;8
WK036327;Amsterdam;Wijk;174;459
BU03632700;Amsterdam;Buurt;21;72
BU03632701;Amsterdam;Buurt;35;116
BU03632702;Amsterdam;Buurt;118;271
WK036328;Amsterdam;Wijk;78;179
BU03632800;Amsterdam;Buurt;6;51
BU03632801;Amsterdam;Buurt;;
BU03632802;Amsterdam;Buurt;66;116
BU03632803;Amsterdam;Buurt;6;12
WK036329;Amsterdam;Wijk;101;339
BU03632900;Amsterdam;Buurt;6;48
BU03632901;Amsterdam;Buurt;27;52
BU03632902;Amsterdam;Buurt;68;239
WK036330;Amsterdam;Wijk;28;117
BU03633000;Amsterdam;Buurt;5;13
BU03633001;Amsterdam;Buurt;23;104
WK036331;Amsterdam;Wijk;127;421
BU03633100;Amsterdam;Buurt;28;104
BU03633101;Amsterdam;Buurt;93;304
BU03633102;Amsterdam;Buurt;6;13
WK036332;Amsterdam;Wijk;96;345
BU03633200;Amsterdam;Buurt;67;233
BU03633201;Amsterdam;Buurt;;
BU03633202;Amsterdam;Buurt;19;78
BU03633203;Amsterdam;Buurt;;
WK036333;Amsterdam;Wijk;325;1446
BU03633300;Amsterdam;Buurt;;
BU03633301;Amsterdam;Buurt;10;159
BU03633302;Amsterdam;Buurt;43;150
BU03633303;Amsterdam;Buurt;9;64
BU03633304;Amsterdam;Buurt;196;580
BU03633305;Amsterdam;Buurt;51;167
BU03633306;Amsterdam;Buurt;;
BU03633307;Amsterdam;Buurt;;
BU03633308;Amsterdam;Buurt;2;8
BU03633309;Amsterdam;Buurt;;
BU03633310;Amsterdam;Buurt;7;23
WK036334;Amsterdam;Wijk;368;691
BU03633400;Amsterdam;Buurt;;
BU03633402;Amsterdam;Buurt;;
BU03633403;Amsterdam;Buurt;;
BU03633404;Amsterdam;Buurt;;
BU03633405;Amsterdam;Buurt;360;670
BU03633406;Amsterdam;Buurt;;
WK036335;Amsterdam;Wijk;523;1510
BU03633500;Amsterdam;Buurt;64;127
BU03633501;Amsterdam;Buurt;109;290
BU03633502;Amsterdam;Buurt;129;448
BU03633504;Amsterdam;Buurt;30;151
BU03633505;Amsterdam;Buurt;191;494
WK036336;Amsterdam;Wijk;3;10
BU03633600;Amsterdam;Buurt;3;10
BU03633601;Amsterdam;Buurt;;
WK036337;Amsterdam;Wijk;90;339
BU03633700;Amsterdam;Buurt;;
BU03633702;Amsterdam;Buurt;53;126
BU03633703;Amsterdam;Buurt;4;16
BU03633704;Amsterdam;Buurt;;
BU03633705;Amsterdam;Buurt;11;21
BU03633706;Amsterdam;Buurt;13;74
WK036338;Amsterdam;Wijk;21;42
BU03633802;Amsterdam;Buurt;18;37
BU03633803;Amsterdam;Buurt;3;4
WK036339;Amsterdam;Wijk;271;515
BU03633900;Amsterdam;Buurt;11;35
BU03633901;Amsterdam;Buurt;22;49
BU03633902;Amsterdam;Buurt;104;250
BU03633903;Amsterdam;Buurt;134;181
WK036340;Amsterdam;Wijk;28;52
BU03634000;Amsterdam;Buurt;4;9
BU03634001;Amsterdam;Buurt;9;16
BU03634002;Amsterdam;Buurt;15;27
WK036341;Amsterdam;Wijk;;
BU03634100;Amsterdam;Buurt;3;8
BU03634101;Amsterdam;Buurt;;
BU03634102;Amsterdam;Buurt;;
BU03634103;Amsterdam;Buurt;;
WK036342;Amsterdam;Wijk;30;56
BU03634200;Amsterdam;Buurt;12;31
BU03634201;Amsterdam;Buurt;6;8
BU03634202;Amsterdam;Buurt;5;6
BU03634203;Amsterdam;Buurt;7;11
WK036343;Amsterdam;Wijk;21;75
BU03634300;Amsterdam;Buurt;13;55
BU03634301;Amsterdam;Buurt;8;20
WK036344;Amsterdam;Wijk;111;271
BU03634400;Amsterdam;Buurt;33;114
BU03634401;Amsterdam;Buurt;33;48
BU03634402;Amsterdam;Buurt;10;23
BU03634403;Amsterdam;Buurt;16;32
BU03634404;Amsterdam;Buurt;13;33
BU03634405;Amsterdam;Buurt;6;22
WK036345;Amsterdam;Wijk;14;25
BU03634500;Amsterdam;Buurt;10;16
BU03634501;Amsterdam;Buurt;4;9
WK036346;Amsterdam;Wijk;40;117
BU03634600;Amsterdam;Buurt;11;25
BU03634601;Amsterdam;Buurt;14;42
BU03634602;Amsterdam;Buurt;15;50
BU03634603;Amsterdam;Buurt;;
WK036347;Amsterdam;Wijk;365;683
BU03634700;Amsterdam;Buurt;11;29
BU03634701;Amsterdam;Buurt;7;10
BU03634702;Amsterdam;Buurt;21;55
BU03634703;Amsterdam;Buurt;22;64
BU03634704;Amsterdam;Buurt;16;81
BU03634705;Amsterdam;Buurt;117;119
BU03634706;Amsterdam;Buurt;169;320
BU03634707;Amsterdam;Buurt;;
BU03634708;Amsterdam;Buurt;;
BU03634709;Amsterdam;Buurt;2;5
WK036348;Amsterdam;Wijk;138;327
BU03634800;Amsterdam;Buurt;;
BU03634801;Amsterdam;Buurt;;
BU03634802;Amsterdam;Buurt;;
BU03634803;Amsterdam;Buurt;80;163
BU03634804;Amsterdam;Buurt;34;102
BU03634805;Amsterdam;Buurt;7;27
WK036349;Amsterdam;Wijk;57;167
BU03634900;Amsterdam;Buurt;9;36
BU03634901;Amsterdam;Buurt;19;59
BU03634902;Amsterdam;Buurt;;
BU03634903;Amsterdam;Buurt;9;26
BU03634904;Amsterdam;Buurt;11;21
BU03634905;Amsterdam;Buurt;9;26
WK036350;Amsterdam;Wijk;;
BU03635000;Amsterdam;Buurt;;
BU03635001;Amsterdam;Buurt;;
BU03635003;Amsterdam;Buurt;;
BU03635005;Amsterdam;Buurt;;
BU03635006;Amsterdam;Buurt;;
WK036351;Amsterdam;Wijk;255;962
BU03635100;Amsterdam;Buurt;;
BU03635101;Amsterdam;Buurt;206;767
BU03635102;Amsterdam;Buurt;;
WK036352;Amsterdam;Wijk;83;329
BU03635200;Amsterdam;Buurt;19;56
BU03635201;Amsterdam;Buurt;;
BU03635202;Amsterdam;Buurt;5;72
BU03635203;Amsterdam;Buurt;2;2
BU03635206;Amsterdam;Buurt;32;107
BU03635207;Amsterdam;Buurt;;
WK036353;Amsterdam;Wijk;79;96
BU03635300;Amsterdam;Buurt;68;72
BU03635301;Amsterdam;Buurt;11;24
WK036354;Amsterdam;Wijk;72;131
BU03635400;Amsterdam;Buurt;21;41
BU03635401;Amsterdam;Buurt;17;27
BU03635402;Amsterdam;Buurt;9;22
BU03635403;Amsterdam;Buurt;21;33
BU03635404;Amsterdam;Buurt;4;8
WK036355;Amsterdam;Wijk;358;971
BU03635501;Amsterdam;Buurt;167;381
BU03635502;Amsterdam;Buurt;;
BU03635503;Amsterdam;Buurt;53;265
BU03635504;Amsterdam;Buurt;;
BU03635505;Amsterdam;Buurt;;
BU03635506;Amsterdam;Buurt;63;144
BU03635507;Amsterdam;Buurt;59;119
BU03635508;Amsterdam;Buurt;;
WK036356;Amsterdam;Wijk;196;541
BU03635600;Amsterdam;Buurt;39;104
BU03635601;Amsterdam;Buurt;61;145
BU03635602;Amsterdam;Buurt;46;97
BU03635603;Amsterdam;Buurt;;
BU03635604;Amsterdam;Buurt;;
BU03635605;Amsterdam;Buurt;39;163
BU03635606;Amsterdam;Buurt;;
BU03635607;Amsterdam;Buurt;;
BU03635608;Amsterdam;Buurt;;
WK036357;Amsterdam;Wijk;17;62
BU03635700;Amsterdam;Buurt;;
BU03635701;Amsterdam;Buurt;;
BU03635702;Amsterdam;Buurt;;
WK036358;Amsterdam;Wijk;288;798
BU03635801;Amsterdam;Buurt;113;196
BU03635804;Amsterdam;Buurt;;
BU03635805;Amsterdam;Buurt;;
BU03635806;Amsterdam;Buurt;165;535
BU03635807;Amsterdam;Buurt;3;9
BU03635808;Amsterdam;Buurt;;
BU03635809;Amsterdam;Buurt;;
WK036359;Amsterdam;Wijk;41;125
BU03635900;Amsterdam;Buurt;41;125
BU03635901;Amsterdam;Buurt;;
WK036360;Amsterdam;Wijk;45;94
BU03636000;Amsterdam;Buurt;22;46
BU03636001;Amsterdam;Buurt;3;5
BU03636002;Amsterdam;Buurt;20;44
WK036361;Amsterdam;Wijk;29;185
BU03636100;Amsterdam;Buurt;9;132
BU03636101;Amsterdam;Buurt;11;32
BU03636102;Amsterdam;Buurt;2;2
BU03636103;Amsterdam;Buurt;7;18
WK036362;Amsterdam;Wijk;52;123
BU03636200;Amsterdam;Buurt;33;91
BU03636201;Amsterdam;Buurt;19;31
WK036363;Amsterdam;Wijk;11;32
BU03636300;Amsterdam;Buurt;11;32
WK036364;Amsterdam;Wijk;80;185
BU03636400;Amsterdam;Buurt;;
BU03636401;Amsterdam;Buurt;;
BU03636402;Amsterdam;Buurt;54;126
BU03636403;Amsterdam;Buurt;13;34
BU03636404;Amsterdam;Buurt;;
